6000;51.47505946164;-0.04068987309;2016-05-09T05:50
6000;51.47505185127;-0.03969658711;2016-05-09T05:51
6000;51.47508563082;-0.03956553721;2016-05-09T05:52
6000;51.47578745197;-0.03475450848;2016-05-09T05:53
6000;51.4757936245;-0.03137014384;2016-05-09T05:54
6000;51.47516243737;-0.02752365777;2016-05-09T05:55
6000;51.47481889645;-0.02474485276;2016-05-09T05:56
6000;51.47433442488;-0.02214498486;2016-05-09T05:57
6000;51.47587856359;-0.01879488081;2016-05-09T05:58
6000;51.47751627536;-0.01407239048;2016-05-09T05:59
6000;51.47802979694;-0.01200511842;2016-05-09T06:00
6000;51.47958493266;-0.00984925169;2016-05-09T06:00
6000;51.47958468839;-0.00983486067;2016-05-09T06:01
6000;51.47915897482;-0.0101846284;2016-05-09T06:02
6000;51.47868422695;-0.01082455085;2016-05-09T06:03
6000;51.47835657759;-0.01059398523;2016-05-09T06:04
6000;51.47803815806;-0.01037742234;2016-05-09T06:05
6000;51.47772847999;-0.01014608087;2016-05-09T06:06
6000;51.47731702354;-0.00974636132;2016-05-09T06:07
6000;51.47725265538;-0.00966275782;2016-05-09T06:08
6000;51.47691675067;-0.00947576933;2016-05-09T06:09
6000;51.47652136361;-0.00949298318;2016-05-09T06:10
6000;51.47616607362;-0.00975326096;2016-05-09T06:11
6000;51.47577161078;-0.00929521649;2016-05-09T06:12
6000;51.4754225653;-0.00886400264;2016-05-09T06:13
6000;51.4751336101;-0.0072061555;2016-05-09T06:14
6000;51.47507626948;-0.00700705117;2016-05-09T06:15
6002;51.50178622833;0.06258520755;2016-05-09T16:34
6002;51.50176293877;0.06288674078;2016-05-09T16:35
6002;51.5017719244;0.06288714659;2016-05-09T16:36
6002;51.50198505459;0.06201783073;2016-05-09T16:37
6002;51.50231177918;0.05518832021;2016-05-09T16:38
6002;51.5025145466;0.0518257324;2016-05-09T16:39
6002;51.50256819686;0.05030078478;2016-05-09T16:40
6002;51.50275898527;0.04967534875;2016-05-09T16:41
6002;51.50306306229;0.04925671838;2016-05-09T16:42
6002;51.503447003;0.04889930216;2016-05-09T16:43
6002;51.5035577175;0.02022973509;2016-05-09T16:44
6002;51.50505568066;0.01679442245;2016-05-09T16:45
6002;51.50539526445;0.01587277689;2016-05-09T16:46
