83000;940GZZLUTCR;Tottenham Court Road Underground Station;51.516431;-0.130406;940GZZLUASG;Arnos Grove Underground Station;51.616454;-0.133058;10;13
83001;940GZZLUSJW;St. John's Wood Underground Station;51.534527;-0.173945;910GSTOTNHM;South Tottenham Rail Station;51.580379;-0.072096;10;5
83002;940GZZLUWBN;West Brompton Underground Station;51.487272;-0.195597;910GBTHNLGR;Bethnal Green Rail Station;51.523922;-0.059562;11;18
83003;940GZZLUWKN;West Kensington Underground Station;51.490463;-0.206635;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565;9;7
83004;940GZZLUUXB;Uxbridge Underground Station;51.546563;-0.47794;940GZZLUNHT;Northolt Underground Station;51.548242;-0.368702;11;10
83005;940GZZLUKOY;Kensington (Olympia) Underground Station;51.497628;-0.210013;940GZZLUMVL;Maida Vale Underground Station;51.529782;-0.185756;7;17
83006;940GZZLUSKW;Stockwell Underground Station;51.472188;-0.122639;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425;6;9
83007;940GZZLUNGW;North Greenwich Underground Station;51.500474;0.004295;940GZZLUTMP;Temple Underground Station;51.51101;-0.114256;10;7
83008;940GZZLUCSM;Chesham Underground Station;51.70521;-0.611241;940GZZLURSQ;Russell Square Underground Station;51.523077;-0.124281;8;13
83009;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014;940GZZLUEPK;Elm Park Underground Station;51.54978;0.198654;7;4
83010;910GBROCKLY;Brockley Rail Station;51.464652;-0.03753;940GZZLUTWH;Tower Hill Underground Station;51.509975;-0.07654;8;9
83011;910GBLCHSRD;Blackhorse Road Rail Station;51.586612;-0.041228;940GZZLUHR5;Heathrow Terminal 5 Underground Station;51.470056;-0.490552;8;10
83012;910GNEWXGTE;New Cross Gate Rail Station;51.475132;-0.040392;940GZZLUCXY;Croxley Underground Station;51.647044;-0.441708;11;10
83013;940GZZLUSPU;St. Paul's Underground Station;51.51494;-0.097562;940GZZLUBSC;Barons Court Underground Station;51.490315;-0.213425;8;11
83014;940GZZLUSGT;Southgate Underground Station;51.632323;-0.127811;910GKNTSHTW;Kentish Town West Rail Station;51.546553;-0.146651;8;9
83015;940GZZLUSEA;South Ealing Underground Station;51.501008;-0.307425;940GZZLUPRD;Preston Road Underground Station;51.571979;-0.295107;7;12
83016;940GZZLUHSN;Harlesden Underground Station;51.536316;-0.257882;910GSBURY;Southbury Rail Station;51.648713;-0.05243;10;18
83017;940GZZLUTCR;Tottenham Court Road Underground Station;51.516431;-0.130406;910GHARLSDN;Harlesden Rail Station;51.536295;-0.257667;6;7
83018;940GZZLUVXL;Vauxhall Underground Station;51.485747;-0.1242;910GWNSTDPK;Wanstead Park Rail Station;51.551698;0.026222;7;18
83019;940GZZLUWJN;Willesden Junction Underground Station;51.532264;-0.244282;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018;7;12
83020;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;940GZZLUSTM;Stanmore Underground Station;51.619838;-0.303267;7;15
83021;910GHOMRTON;Homerton Rail Station;51.547017;-0.042353;940GZZDLISL;Island Gardens DLR Station;51.487814;-0.010132;6;14
83022;940GZZLULBN;Lambeth North Underground Station;51.498812;-0.11231;940GZZDLELV;Elverson Road DLR Station;51.469077;-0.016721;7;8
83023;910GLEYTNMR;Leyton Midland Road Rail Station;51.569731;-0.008042;910GLEYTNMR;Leyton Midland Road Rail Station;51.569731;-0.008042;6;18
83024;940GZZLULVT;Liverpool Street Underground Station;51.517377;-0.083176;910GHARLSDN;Harlesden Rail Station;51.536295;-0.257667;8;11
83025;910GANERLEY;Anerley Rail Station;51.412155;-0.06588;940GZZDLSIT;Stratford International DLR Station;51.545271;-0.00963;7;19
83026;940GZZLUCHX;Charing Cross Underground Station;51.507415;-0.127273;940GZZLUWCY;White City Underground Station;51.511964;-0.224295;7;21
83027;910GUPMNSTR;Upminster Rail Station;51.559023;0.250895;940GZZLUSPU;St. Paul's Underground Station;51.51494;-0.097562;11;8
83028;910GSTJMSST;St James Street (London) Rail Station;51.580987;-0.032911;940GZZLUHGD;Hillingdon Underground Station;51.553712;-0.449818;6;18
83029;940GZZLURMD;Richmond Underground Station;51.463241;-0.301337;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098;9;18
83030;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494;940GZZLUWOG;Wood Green Underground Station;51.597486;-0.109881;8;9
83031;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;940GZZDLGAL;Gallions Reach DLR Station;51.508945;0.071565;7;5
83032;940GZZDLDEP;Deptford Bridge DLR Station;51.474218;-0.022431;940GZZLUFCN;Farringdon Underground Station;51.520257;-0.104908;8;6
83033;940GZZLUTMH;Tottenham Hale Underground Station;51.588115;-0.060234;940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452;8;14
83034;940GZZDLWIQ;West India Quay DLR Station;51.507034;-0.020304;940GZZLUWSD;Wanstead Underground Station;51.575507;0.028537;9;20
83035;910GTHBLDSG;Theobalds Grove Rail Station;51.692457;-0.034824;910GDALSKLD;Dalston Kingsland Rail Station;51.548154;-0.075695;11;10
83036;940GZZLUCAR;Caledonian Road Underground Station;51.548524;-0.118489;940GZZDLCLA;Crossharbour DLR Station;51.495732;-0.014599;10;10
83037;910GHGHMSPK;Highams Park Rail Station;51.608357;-0.000214;910GWNDSWRD;Wandsworth Road Rail Station;51.47022;-0.138516;7;17
83038;940GZZDLPUD;Pudding Mill Lane DLR Station;51.534307;-0.012747;910GBLCHSRD;Blackhorse Road Rail Station;51.586612;-0.041228;7;21
83039;910GWBRMPTN;West Brompton Rail Station;51.487065;-0.19559;910GACTNCTL;Acton Central Rail Station;51.508721;-0.26297;6;18
83040;910GHONROPK;Honor Oak Park Rail Station;51.449992;-0.045499;940GZZLUKSX;King's Cross St. Pancras Underground Station;51.530668;-0.12319;7;6
83041;940GZZDLSHS;Stratford High Street DLR Station;51.538201;-0.00107;940GZZLUOSY;Osterley Underground Station;51.481278;-0.352226;8;19
83042;940GZZLUHSN;Harlesden Underground Station;51.536316;-0.257882;910GSTJMSST;St James Street (London) Rail Station;51.580987;-0.032911;10;7
83043;910GKNTSHTW;Kentish Town West Rail Station;51.546553;-0.146651;940GZZLUEPK;Elm Park Underground Station;51.54978;0.198654;8;10
83044;940GZZLUBOS;Boston Manor Underground Station;51.495639;-0.324941;940GZZLUEAE;Eastcote Underground Station;51.576504;-0.397376;11;10
83045;910GCRPNDPK;Carpenders Park Rail Station;51.628351;-0.385942;940GZZLUWRP;West Ruislip Underground Station;51.569686;-0.437875;8;20
83046;940GZZLUAMS;Amersham Underground Station;51.674127;-0.607708;940GZZLUHWE;Hounslow East Underground Station;51.473217;-0.356476;6;16
83047;940GZZLUMPK;Moor Park Underground Station;51.629844;-0.432443;940GZZLUTMP;Temple Underground Station;51.51101;-0.114256;11;13
83048;910GPENEW;Penge West Rail Station;51.417557;-0.060834;910GBLCHSRD;Blackhorse Road Rail Station;51.586612;-0.041228;9;18
83049;910GKENSLG;Kensal Green Rail Station;51.530546;-0.225086;910GHACKNYC;Hackney Central Rail Station;51.54711;-0.056051;8;9
83050;940GZZLUICK;Ickenham Underground Station;51.561989;-0.441991;940GZZLUCST;Cannon Street Underground Station;51.511515;-0.090426;9;17
83051;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494;940GZZLUSJP;St. James's Park Underground Station;51.499548;-0.133604;10;20
83052;910GTHBLDSG;Theobalds Grove Rail Station;51.692457;-0.034824;940GZZLUWSD;Wanstead Underground Station;51.575507;0.028537;10;15
83053;910GHONROPK;Honor Oak Park Rail Station;51.449992;-0.045499;940GZZLUPNR;Pinner Underground Station;51.5929;-0.381164;11;7
83054;910GKEWGRDN;Kew Gardens Rail Station;51.477077;-0.285054;940GZZLUBWT;Bayswater Underground Station;51.512289;-0.187935;8;13
83055;940GZZLUEBY;Ealing Broadway Underground Station;51.515022;-0.301457;940GZZLUGFD;Greenford Underground Station;51.54243;-0.346052;11;15
83056;910GWMBY;Wembley Central Rail Station;51.552331;-0.296433;910GQPRK;Queens Park (London) Rail Station;51.533972;-0.204983;10;4
83057;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494;910GDALS;Dalston Junction Rail Station;51.546121;-0.075131;7;8
83058;940GZZLULNB;London Bridge Underground Station;51.505725;-0.088867;910GWLTWCEN;Walthamstow Central Rail Station;51.582925;-0.019807;10;13
83059;940GZZLUTHB;Theydon Bois Underground Station;51.671768;0.103097;940GZZLUHSD;Hammersmith (Dist&Picc Line) Underground Station;51.492304;-0.223619;7;9
83060;940GZZLUGPK;Green Park Underground Station;51.506951;-0.142783;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149;7;12
83061;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;940GZZLUSSQ;Sloane Square Underground Station;51.492274;-0.156374;7;14
83062;940GZZLURMD;Richmond Underground Station;51.463241;-0.301337;910GCNNB;Canonbury Rail Station;51.548738;-0.092185;10;5
83063;940GZZLULAD;Ladbroke Grove Underground Station;51.517454;-0.210389;940GZZLUFCN;Farringdon Underground Station;51.520257;-0.104908;7;15
83064;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014;940GZZLUNEN;North Ealing Underground Station;51.51751;-0.288868;6;13
83065;940GZZLUQWY;Queensway Underground Station;51.510316;-0.187149;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;9;8
83066;940GZZDLSHS;Stratford High Street DLR Station;51.538201;-0.00107;940GZZLUMPK;Moor Park Underground Station;51.629844;-0.432443;8;5
83067;910GANERLEY;Anerley Rail Station;51.412155;-0.06588;940GZZLUHWT;Hounslow West Underground Station;51.473473;-0.386533;11;13
83068;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014;940GZZLUGBY;Gunnersbury Underground Station;51.491808;-0.275267;11;16
83069;940GZZDLWLA;Woolwich Arsenal DLR Station;51.490012;0.069136;940GZZLUPYB;Putney Bridge Underground Station;51.468265;-0.208729;6;17
83070;940GZZLUHGD;Hillingdon Underground Station;51.553712;-0.449818;940GZZLUHWT;Hounslow West Underground Station;51.473473;-0.386533;8;10
83071;940GZZLUSGN;Stepney Green Underground Station;51.521863;-0.046589;940GZZLUHNX;Hatton Cross Underground Station;51.466751;-0.423181;8;7
83072;910GCLPHHS;Clapham High Street Rail Station;51.465394;-0.132784;940GZZLUHGD;Hillingdon Underground Station;51.553712;-0.449818;7;13
83073;940GZZLUKSL;Kensal Green Underground Station;51.530544;-0.225014;940GZZLUASG;Arnos Grove Underground Station;51.616454;-0.133058;7;8
83074;910GHOXTON;Hoxton Rail Station;51.531517;-0.075676;940GZZLUKNB;Knightsbridge Underground Station;51.501673;-0.160504;11;15
83075;940GZZLUKNB;Knightsbridge Underground Station;51.501673;-0.160504;940GZZLULBN;Lambeth North Underground Station;51.498812;-0.11231;9;20
83076;910GWHHRTLA;White Hart Lane Rail Station;51.605044;-0.070907;910GBUSHEY;Bushey Rail Station;51.645582;-0.384752;8;12
83077;940GZZLUECT;Earl's Court Underground Station;51.492067;-0.193376;940GZZLUCWP;Chiswick Park Underground Station;51.494632;-0.267972;10;21
83078;910GWLTHQRD;Walthamstow Queens Road Rail Station;51.581509;-0.023838;910GCRPNDPK;Carpenders Park Rail Station;51.628351;-0.385942;7;12
83079;910GHOMRTON;Homerton Rail Station;51.547017;-0.042353;940GZZLUGGH;Grange Hill Underground Station;51.613385;0.092077;9;9
83080;940GZZLUNEN;North Ealing Underground Station;51.51751;-0.288868;910GCLAPTON;Clapton Rail Station;51.56165;-0.057018;11;11
83081;910GCHESHNT;Cheshunt Rail Station;51.702877;-0.023952;910GHOMRTON;Homerton Rail Station;51.547017;-0.042353;8;12
83082;940GZZLUNAN;North Acton Underground Station;51.523529;-0.259754;940GZZLUNGW;North Greenwich Underground Station;51.500474;0.004295;10;18
83083;940GZZLUICK;Ickenham Underground Station;51.561989;-0.441991;940GZZDLEIN;East India DLR Station;51.509364;-0.002319;11;21
83084;910GDALSKLD;Dalston Kingsland Rail Station;51.548154;-0.075695;940GZZLUWSM;Westminster Underground Station;51.501324;-0.124857;9;19
83085;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555;940GZZLUHWY;Holloway Road Underground Station;51.552702;-0.113239;8;18
83086;910GPENEW;Penge West Rail Station;51.417557;-0.060834;910GNEWXGTE;New Cross Gate Rail Station;51.475132;-0.040392;8;9
83087;940GZZLUOAK;Oakwood Underground Station;51.647734;-0.132177;940GZZLUEPG;Epping Underground Station;51.693689;0.11378;6;8
83088;940GZZLUCHL;Chancery Lane Underground Station;51.518251;-0.111578;940GZZLUSUT;Sudbury Town Underground Station;51.550821;-0.315746;6;7
83089;910GSIVRST;Silver Street Rail Station;51.614696;-0.067233;940GZZDLCUT;Cutty Sark (for Maritime Greenwich) DLR Station;51.481675;-0.010802;10;17
83090;910GWDST;Wood Street Rail Station;51.586587;-0.002397;940GZZDLLDP;Langdon Park DLR Station;51.515176;-0.014143;10;15
83091;940GZZLUECM;Ealing Common Underground Station;51.510145;-0.288265;940GZZLUMED;Mile End Underground Station;51.525127;-0.033633;7;4
83092;940GZZLUADE;Aldgate East Underground Station;51.515042;-0.072378;940GZZLUSTD;Stratford Underground Station;51.541811;-0.00345;9;18
83093;910GPCKHMRY;Peckham Rye Rail Station;51.470037;-0.069409;940GZZDLHEQ;Heron Quays DLR Station;51.503383;-0.021413;10;11
83094;940GZZLUPSG;Parsons Green Underground Station;51.475281;-0.201168;940GZZLUWYC;Wembley Central Underground Station;51.55231;-0.296852;6;8
83095;910GSTMFDHL;Stamford Hill Rail Station;51.574474;-0.076676;940GZZLULBN;Lambeth North Underground Station;51.498812;-0.11231;9;19
83096;910GKENR;Kensal Rise Rail Station;51.534559;-0.219955;940GZZLUCWR;Canada Water Underground Station;51.497949;-0.049715;10;20
83097;940GZZLUPKR;Park Royal Underground Station;51.527129;-0.284341;910GWATFDHS;Watford High Street Rail Station;51.652655;-0.391714;11;6
83098;940GZZLUBBB;Bromley-by-Bow Underground Station;51.524844;-0.011531;940GZZLUSJW;St. John's Wood Underground Station;51.534527;-0.173945;7;20
83099;940GZZDLLCA;London City Airport DLR Station;51.503419;0.048749;940GZZLUSBC;Shepherd's Bush (Central) Underground Station;51.504381;-0.218812;11;15
83100;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;940GZZLURBG;Redbridge Underground Station;51.576249;0.045369;6;18
83101;940GZZLUEPY;East Putney Underground Station;51.459208;-0.210998;940GZZLUSWC;Swiss Cottage Underground Station;51.543687;-0.174891;9;12
83102;940GZZLUEHM;East Ham Underground Station;51.538953;0.051195;910GHRGYGL;Harringay Green Lanes Rail Station;51.577189;-0.098138;10;7
83103;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098;940GZZLUCWP;Chiswick Park Underground Station;51.494632;-0.267972;8;12
83104;910GPCKHMQD;Queens Road Peckham Rail Station;51.47357;-0.057307;910GSHPDSB;Shepherds Bush Rail Station;51.505289;-0.217652;8;20
83105;910GENFLDTN;Enfield Town Rail Station;51.652034;-0.079321;910GHONROPK;Honor Oak Park Rail Station;51.449992;-0.045499;8;21
83106;940GZZLUBLG;Bethnal Green Underground Station;51.527227;-0.0555;910GWCROYDN;West Croydon Rail Station;51.378428;-0.102581;8;20
83107;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;940GZZLUKBY;Kingsbury Underground Station;51.584852;-0.27879;11;19
83108;940GZZLUSBM;Shepherd's Bush Market Underground Station;51.505583;-0.226373;940GZZLUASL;Arsenal Underground Station;51.558661;-0.107452;6;10
83109;910GEMRSPKH;Emerson Park Rail Station;51.568648;0.220128;910GGOSPLOK;Gospel Oak Rail Station;51.555341;-0.150766;11;7
83110;940GZZLUHGR;Hanger Lane Underground Station;51.530182;-0.292704;910GPCKHMQD;Queens Road Peckham Rail Station;51.47357;-0.057307;9;9
83111;910GDENMRKH;Denmark Hill Rail Station;51.468206;-0.089356;940GZZLUWTA;West Acton Underground Station;51.518006;-0.28098;11;19
83112;940GZZDLPDK;Pontoon Dock DLR Station;51.502216;0.032124;940GZZLUHPK;Holland Park Underground Station;51.507148;-0.205677;11;9
83113;940GZZLUAMS;Amersham Underground Station;51.674127;-0.607708;910GWHHRTLA;White Hart Lane Rail Station;51.605044;-0.070907;11;11
83114;910GHARLSDN;Harlesden Rail Station;51.536295;-0.257667;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;7;17
83115;940GZZLUHR5;Heathrow Terminal 5 Underground Station;51.470056;-0.490552;940GZZLUWKA;Warwick Avenue Underground Station;51.523268;-0.18378;6;7
83116;940GZZLUUPY;Upney Underground Station;51.538376;0.101541;940GZZLUMGT;Moorgate Underground Station;51.51818;-0.088317;6;4
83117;940GZZDLDEP;Deptford Bridge DLR Station;51.474218;-0.022431;910GCRYSTLP;Crystal Palace Rail Station;51.418111;-0.072605;9;11
83118;940GZZLUPVL;Perivale Underground Station;51.536723;-0.323447;940GZZLUKSX;King's Cross St. Pancras Underground Station;51.530668;-0.12319;8;18
83119;940GZZLURVP;Ravenscourt Park Underground Station;51.494126;-0.23588;940GZZLUVIC;Victoria Underground Station;51.496363;-0.143098;8;21
83120;910GCNNB;Canonbury Rail Station;51.548738;-0.092185;910GGOSPLOK;Gospel Oak Rail Station;51.555341;-0.150766;6;14
