0;940GZZDLCYP;Cyprus DLR Station;51.508477;0.063934;940GZZLUERB;Edgware Road (Bakerloo) Underground Station;51.520304;-0.170147;8;6
1;940GZZLUBWR;Bow Road Underground Station;51.526944;-0.025121;910GCMDNRD;Camden Road Rail Station;51.541796;-0.138697;8;4
2;940GZZLUHWC;Hounslow Central Underground Station;51.471299;-0.366581;940GZZLUUPY;Upney Underground Station;51.538376;0.101541;10;15
3;940GZZLUNKP;Northwick Park Underground Station;51.578488;-0.318057;910GCRPNDPK;Carpenders Park Rail Station;51.628351;-0.385942;11;13
4;940GZZLURGP;Regent's Park Underground Station;51.523349;-0.146441;940GZZLUHSK;High Street Kensington Underground Station;51.50106;-0.19279;8;20
5;910GCRPNDPK;Carpenders Park Rail Station;51.628351;-0.385942;940GZZDLMUD;Mudchute DLR Station;51.490707;-0.014731;10;13
6;940GZZDLEIN;East India DLR Station;51.509364;-0.002319;910GCNDAW;Canada Water Rail Station;51.497994;-0.049713;6;15
7;910GKLBRNHR;Kilburn High Road Rail Station;51.537283;-0.192235;940GZZLUGPK;Green Park Underground Station;51.506951;-0.142783;11;5
8;940GZZLUALP;Alperton Underground Station;51.540633;-0.29961;910GSHRDHST;Shoreditch High Street Rail Station;51.52338;-0.07524;9;21
9;940GZZLUSHH;South Harrow Underground Station;51.564894;-0.352494;940GZZLURSQ;Russell Square Underground Station;51.523077;-0.124281;6;11
10;940GZZDLPRE;Prince Regent DLR Station;51.509267;0.034167;940GZZLUSWF;South Woodford Underground Station;51.591913;0.027347;11;19
11;910GHONROPK;Honor Oak Park Rail Station;51.449992;-0.045499;910GTURKYST;Turkey Street Rail Station;51.672637;-0.047209;7;21
12;940GZZLUCWR;Canada Water Underground Station;51.497949;-0.049715;940GZZDLWSV;West Silvertown DLR Station;51.502841;0.022469;6;13
13;940GZZLUWOG;Wood Green Underground Station;51.597486;-0.109881;940GZZLUFLP;Fairlop Underground Station;51.595625;0.091015;7;4
14;940GZZDLRVC;Royal Victoria DLR Station;51.50934;0.018505;910GHAKNYNM;Hackney Downs Rail Station;51.548763;-0.060813;6;5
15;940GZZLUHWY;Holloway Road Underground Station;51.552702;-0.113239;940GZZLUSNB;Snaresbrook Underground Station;51.580684;0.021449;6;11
16;910GWNDSWRD;Wandsworth Road Rail Station;51.47022;-0.138516;910GKENR;Kensal Rise Rail Station;51.534559;-0.219955;11;17
17;910GGNRSBRY;Gunnersbury Rail Station;51.491682;-0.275286;940GZZDLSIT;Stratford International DLR Station;51.545271;-0.00963;11;20
18;940GZZLUBST;Baker Street Underground Station;51.522888;-0.157127;940GZZLUHBN;Holborn Underground Station;51.517585;-0.12047;11;17
19;940GZZLUWPL;Whitechapel Underground Station;51.519522;-0.059965;940GZZLUMYB;Marylebone Underground Station;51.522327;-0.163204;8;7
